text,labels,Average_Word_Length,Lexical_Diversity,Capital_Letters_Count,Hashtag_Frequency,Mention_Frequency,count_emojis,special_chars_count,Stop_Word_Frequency,Noun_Count,Verb_Count,Participle_Count,Interjection_Count,Pronoun_Count,Preposition_Count,Adverb_Count,Conjunction_Count,Readability_Score,URL_Frequency
STFU with that stupid rape culture retardation.,1,5.857142857142857,1.0,4,0,0,0,1,2,4,0,0,0,0,0,0,0,64.37,0
so you admit to actin like a hoe?,0,3.25,1.0,0,0,0,0,1,4,3,0,0,0,0,1,0,0,105.66,0
"It weirds me out how obsessed right-wingers are with pedophiles. It seems like they spend a lot of their days trying to figure out how &amp; where people are fucking kids. Hey guys, maybe check out the immigrant concentration camps. You might get some hits there. IF YOU CARED.",0,4.673469387755102,0.8979591836734694,14,0,0,0,9,22,12,8,4,0,0,1,1,0,95.37,0
Fuck off Holly you slag #thismorning,1,5.166666666666667,1.0,2,1,0,0,1,2,0,2,1,0,0,0,1,0,73.85,0
#DEMS use #Feminist & #Muslims & #BlackLivesMatter (aka militant #NationOFislam extremist) & #NFL as insurgents for #Communist REVOLUTION: HALF of USA Muslims immigrated under #OBAMA=NO #DACA #Amnesty #NoDACA #BoycottNFL #BoycottNFLSponsors #BoycottTheNFL,1,7.258064516129032,0.9354838709677419,65,14,0,0,21,4,11,4,1,0,0,0,0,0,-16.17,0
Hey skank you wanna take a huge step back before we have to get everyone on your,1,3.764705882352941,1.0,1,0,0,0,0,8,4,3,0,0,0,0,1,0,88.06,0
Awesome Crowdfire feature: #KeywordFollow! I just Followed 161 new conservatives using the #BuildThatWall hashtag. Want more followers?,1,7.0,1.0,10,2,0,0,6,4,6,3,2,0,0,0,0,0,40.31,0
Bosnia's security minister wants #Army at border to curb entry of migrants,0,5.25,1.0,2,1,0,0,2,3,6,1,0,0,0,0,0,0,50.84,0
The U.S. has inflicting lasting trauma and pain upon immigrant families forced to live in horrifying uncertainty. It has to end now. #FamiliesBelongTogether #EndFamilySeparation,0,6.416666666666667,0.9166666666666666,10,2,0,0,6,8,8,3,3,0,0,1,0,0,8.53,0
Happening now! Don't miss your chance to attend the Immigrant Arts and Women's empowerment summit hosted by our friends #ImmigrantArtsSummit #WeAreAllImmigrants,0,6.666666666666667,1.0,12,2,0,0,5,7,8,2,2,0,0,0,0,0,24.78,0
"the SCAM is the Senate voting on an ""opioid package"" without recognizing what they have done to legitimate pain patients, all the while ignoring the true problem of illicit drugs from open borders and going soft on drug traffickers. #NoDACA it means #OpenBorders & #opioidcrisis",1,5.2,0.9111111111111111,12,3,0,0,8,18,14,6,3,0,0,1,0,0,49.15,0
"I truly hope so, I do, I do, I do #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike",1,5.266666666666667,0.7333333333333333,21,5,0,0,8,5,4,0,0,0,0,1,1,0,64.71,0
"I'm running to help flip the NYS Senate blue. If elected, I'll be the first Indian American to ever serve in the New York legislature. I hope you'll share my immigrant story. #nys #sd56 #flipthesenate #desi #immigrant #nextgen #onward",0,5.0256410256410255,0.9230769230769231,12,7,0,0,14,11,12,5,2,0,0,0,1,0,69.99,0
RAPE A BITCH MENTAL SHE FORCED TO THINK ABOUT ME JUHEARD,1,4.181818181818182,1.0,46,0,0,0,0,5,4,2,1,0,0,0,0,0,94.15,0
Judge asks for empathy toward refugees--how about sympathy and justice for a 5 year-old girl and her family!...,0,5.222222222222222,0.8888888888888888,1,0,0,0,7,7,5,1,0,0,0,1,0,0,70.13,0
"Woman is undocumented immigrant, whose veteran husband voted for Trump ( why would you do that?) She ends up getting deported and has paid $20k and counting in lawyer fees...sounds about right",0,5.03125,0.96875,3,0,0,0,8,12,6,8,5,0,0,0,0,0,69.48,0
Why would you call a feminist who does lesbian vampire porn a skank?#MAGA,1,4.6923076923076925,0.9230769230769231,5,1,0,0,2,6,4,1,0,0,0,0,0,0,75.2,0
bitch whole pussy out wit some pro-keds on.,0,4.5,1.0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,114.12,0
Hold up Im jacking that perfect way to end a argument ima be like yo stfu you wanna argue or get yall pussy ate pick one,0,3.6538461538461537,1.0,2,0,0,0,0,7,10,4,1,0,0,1,0,0,78.93,0
Bc she a stupid hoe its her loss... Ill always be here for you,1,3.5,1.0,2,0,0,0,3,8,4,0,0,0,0,0,1,0,106.67,0
Put ya fucking dummy back in Lukakwho ya stupid cunt,0,4.3,0.9,2,0,0,0,0,1,4,1,1,0,0,0,1,0,86.71,0
Iraqi Immigrant Who Shot Cop In The Head Was Never Deported Despite Crime Spree #BlueLivesMatter #BackTheBlue Full Story,0,5.722222222222222,1.0,22,2,0,0,2,4,9,2,1,0,0,1,1,0,44.75,0
"If you are eligible to renew your DACA, we urge you to talk to an attorney &amp; submit your renewal application. For resources to help you with your renewal go to Informed Immigrants updated renewal guide which is available in English &amp; Spanish. #RenewDACA",0,4.954545454545454,0.75,15,1,0,0,8,20,15,4,1,0,0,0,0,0,40.69,0
"It's dispicable that he is mayor, and really goes to show what the demographics of London are. #StopImmigration",0,5.222222222222222,1.0,4,1,0,0,4,9,3,2,0,0,0,0,1,0,44.75,0
I don't understand why there are protests about the illegal immigrants being kicked out of Serco housing? Moreover why are they not being kicked out the country straight away and how come Serco get the heads up?,1,4.72972972972973,0.7837837837837838,4,0,0,0,3,20,7,4,2,0,0,0,1,0,69.62,0
"Im trippin ? man bitch if you keep my fucking name out yo mouth dumb ass lil hoe , i understand y",1,3.4545454545454546,1.0,1,0,0,0,2,6,12,1,0,0,0,0,0,0,85.02,0
I'm the most sensitive bitch in the whole entire world bc I take everything to heart and I hate it sm,0,3.857142857142857,0.9047619047619048,3,0,0,0,1,9,7,1,0,0,0,0,0,0,84.0,0
"This is a week old post of mine, but #BuildThatWall maybe starts with #buildthatwallatpollingcenters ICE at polling centers would be the fallback position for the US Citizen to maintain the Republic.",1,5.451612903225806,0.9354838709677419,11,2,0,0,4,13,9,4,0,0,1,0,1,0,48.47,0
Daaaaaaamn white people... Back at it again with some more stupid shit,0,4.916666666666667,1.0,2,0,0,0,3,6,2,0,0,0,0,0,1,0,107.69,0
"Indeed, in the UK the security services put plants in patriotic/anti jihad/anti rapefugee protests. The plants give Nazi salutes in front of press photographers, voil, that protest movement is finished",1,5.733333333333333,0.8666666666666667,5,0,0,0,6,9,9,4,1,0,0,0,1,0,56.25,0
Yup. You *did say this And now you have lied to get yourself out of a hole.,0,3.4705882352941178,1.0,3,0,0,0,3,11,3,1,0,0,0,0,0,0,96.52,0
then why tho?? u damn stupid hoe,1,3.7142857142857144,1.0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,118.68,0
"No driver's license, no photo ID? Philadelphia will issue municipal ID cards starting next year",0,5.4,1.0,6,0,0,0,3,3,7,1,1,0,0,0,0,0,55.4,0
Another dried up liberal cunt willing to look the other way while hollywoods powerful abuse women .,1,4.882352941176471,1.0,1,0,0,0,1,5,5,1,1,0,0,1,0,0,46.78,0
Stop sayin you have resting bitch face... Bitch you just ugly AF,1,4.416666666666667,0.9166666666666666,4,0,0,0,3,4,4,2,1,0,0,0,1,0,99.23,0
life's a bitch,0,4.0,1.0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,119.19,0
"CNN 8:55am DEPORTED PARENTS WAIT MONTHS TO REUNITE WITH CHILDREN. . Mario Russell Immigrant &amp; Refugee Services, Catholic Charities...",0,6.2631578947368425,1.0,56,0,0,0,9,2,9,2,1,0,0,0,0,0,62.34,0
Bloody Germany who needs Germany we dont want their Visa plans were are fed up of being over ran by migrants no Uk Jobs threaten,1,4.16,0.96,6,0,0,0,0,11,7,5,2,0,0,0,0,0,79.94,0
And you are the immigrant,0,4.2,1.0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,83.32,0
lmfao oh you serious? hoe i was playing with yo rock head ass. janae don't play with me. you know how I rock lil bitch!!!,1,3.88,0.88,1,0,0,0,7,9,10,2,1,0,0,0,0,1,98.92,0
Dude your not showing your face so why should I bitch,0,3.909090909090909,0.9090909090909091,2,0,0,0,0,7,3,1,1,0,0,0,0,0,102.61,0
Oversupply of cheap labor. We have parollees that need work. #BuildThatWall,1,5.909090909090909,1.0,5,1,0,0,3,4,4,1,1,0,0,0,1,0,82.81,0
"They do not need them, I do not need them nor do I require them to enrich my life. #Stoptheinvasion #Brexit #Sodyoueu #Nosurrender",1,4.695652173913044,0.7391304347826086,7,4,0,0,6,13,5,2,1,0,0,0,0,0,76.72,0
No Filter Ill Smack The Shit outta You that Bitch the next Bitch && Whoever Tf Else,1,3.9411764705882355,0.9411764705882353,12,0,0,0,2,5,5,3,0,0,0,0,1,0,80.62,0
"France, Malta take some of 450 migrants rescued in Mediterranean",0,5.5,1.0,3,0,0,0,1,3,3,2,1,0,0,0,0,0,78.25,0
"Yeah, you would probably want to do that, as most mobos dont default to using the highest ram frequency supported.",0,4.75,0.95,1,0,0,0,3,7,4,4,2,0,0,0,1,0,59.64,0
Police night-time swoop on boat heading for Kent beach find illegal migrants,0,5.416666666666667,1.0,2,0,0,0,1,2,4,3,1,0,0,0,0,0,67.76,0
"stop being an overdramatic bitch... if u were in my shoes, and wake up with the news that your idol committed suicide what would u feel",1,4.230769230769231,0.9615384615384616,0,0,0,0,4,13,6,5,1,0,0,0,0,0,83.66,0
"WATCH: British Tourist Slaps Immigration Officer Over $4,000 Fine",0,6.333333333333333,1.0,12,0,0,0,3,1,5,0,0,0,0,0,0,0,62.34,0
stop controlling me!!!!!,0,7.333333333333333,1.0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,59.97,0
"ICE doing it's job. And stop obfuscating the immigration issue by conflating the terms ""immigrant"" with ""illegal alien"". If they're here illegally, they broke U.S. law and need to go back.",1,5.096774193548387,0.967741935483871,7,0,0,0,12,12,7,5,2,0,0,0,2,0,72.02,0
"Give it a rest, you fugly skank.",1,3.7142857142857144,1.0,1,0,0,0,2,3,1,2,0,0,0,0,1,0,106.67,0
When you wear Olympic weightlifting shoes for squats but still can't hit depth. lol. You bitch,0,4.9375,1.0,3,0,0,0,3,5,6,1,0,0,0,0,1,0,97.54,0
"Jack ""misplaced"" his phone karma is a bitch next time don't eat the last slice of cake u fat fucking cunt",0,4.0476190476190474,1.0,1,0,0,0,3,6,9,1,1,0,0,0,0,0,92.46,0
See you are doing it again. No woman who is criticizing McGowan is saying or thinks jokes about rape are ok.,0,4.190476190476191,0.9047619047619048,4,0,0,0,2,11,4,4,2,0,0,0,0,0,86.2,0
Bitches are annoying you still letting him fuck u whore and he dont fw you quit flexin on here,1,4.0,0.9473684210526315,1,0,0,0,0,8,6,2,2,0,0,0,1,0,77.57,0
The conditions of displaced people at the Noor refugee camp in Idlib,0,4.75,1.0,3,0,0,0,0,5,4,1,1,0,0,0,0,0,84.68,0
Remember nothing says 'I love you' like letting her pay for dinner... It shows her that you really trust her to take care of you,0,4.16,0.88,3,0,0,0,5,10,5,4,1,0,0,2,1,0,84.17,0
From #MeToo to Who Me? Where Are White Women Allies When A Black Woman is Called a Whore?,1,4.0,1.0,16,1,0,0,3,9,4,1,1,0,0,0,0,0,96.18,0
"""With Playboi Carti saying """"don't care that pussy got some milage milage"""" and Lil Pump saying """"you're such a fucking hoe I love it""""2018 is the year for loving promiscuous women""",0,4.870967741935484,0.967741935483871,6,0,0,0,12,9,10,5,4,0,0,0,0,0,56.93,0
This is sad! What a woman wears has nothing to do with the intentions and actions of rape. Sorry you went through t,0,4.043478260869565,1.0,3,0,0,0,2,14,4,3,0,0,0,0,0,0,89.04,0
Disgusting !!!#2Amendment #BuildThatWall #DeportThemAll #CivilWar #DeclassifyItAll,1,12.833333333333334,1.0,13,5,0,0,8,0,3,2,1,0,0,0,0,0,-78.44,0
- Rather belated condolences on your mother's passing away. Good that you have been by her side in her last moments. Sai ram,0,4.434782608695652,0.9565217391304348,3,0,0,0,4,10,4,2,1,0,0,0,3,0,85.69,0
nah bitch don't follow me we not cool hoe I'm bashing your mf face in. Shit ain't sweet.,1,3.9444444444444446,1.0,2,0,0,0,5,5,6,3,1,0,0,0,0,0,104.64,0
"But anyway my point is - men don't lose sleep wishing they were Nicer like other men are. Women do. Try not to, I'm not saying be a cunt",0,3.7241379310344827,0.9310344827586207,5,0,0,0,6,11,7,4,2,0,0,1,1,0,91.11,0
"For more on the findings discussed in this article, including state-by-state data, check out:",0,5.714285714285714,1.0,1,0,0,0,5,6,4,2,2,0,0,0,0,0,57.27,0
"Refugees don't choose to be refugees. By definition, they have been forced to leave their home country because their lives or safety were threatened.Do you want to help welcome them? Use our easy tool to set up a fundraising page! _x009d_",0,4.829268292682927,0.9024390243902439,4,0,0,0,8,19,10,7,1,0,0,0,0,0,94.86,0
"I didnt see any hysterical women, did you?. How mysoginist of her.",0,4.583333333333333,1.0,2,0,0,0,4,5,2,2,0,0,0,0,0,0,73.85,0
Niggas bitch about women because they not used to getting women.,0,4.909090909090909,1.0,1,0,0,0,1,5,3,3,2,0,0,0,0,0,68.77,0
"asked for a study to be done, then didn't like the results. #wewelcomerefugees",0,5.076923076923077,1.0,0,1,0,0,4,7,3,2,1,0,0,1,0,0,83.66,0
Virginia governor calls for probe into abuse allegations at facility that holds immigrant teens,0,5.857142857142857,1.0,1,0,0,0,0,4,6,3,0,0,0,0,0,0,31.89,0
Read the latest report from our team supporting #Rohingya refugees in Bangladesh:,0,5.833333333333333,1.0,3,1,0,0,2,4,4,2,1,0,0,0,0,0,76.22,0
Dems cards are being shown on Abolish ICE campaign. ICE should get temporary officers to accompany census takers and start deportation. DACA has to end. #nodaca #BuildTheWall #deport,1,5.535714285714286,0.9285714285714286,15,3,0,0,6,8,13,4,0,0,0,0,0,0,55.91,0
"kwontinue. Karma is Bitch, keep that in mind.",0,4.75,1.0,2,0,0,0,3,3,4,1,0,0,0,0,0,0,80.28,0
"I don't want death! I want my grandchildren to their rightful place to become what they what! Not after government alots so many spaces for illegals, not fair for my off spring!!!#AMERICAFIRST #NODAC",1,5.0606060606060606,0.8484848484848485,20,2,0,0,9,17,9,2,0,0,0,0,0,0,77.23,0
"Mi casa, su casa my house is a #HOE house!!",0,3.4,1.0,4,1,0,0,4,3,5,1,0,0,0,0,0,0,112.09,0
Dems are fighting like Hell for illegal immigrants invaders Now look what has happened to this little 11 year old child. Dems you should resign from office now. You hate America and us Americans #MAGA,0,4.742857142857143,0.9714285714285714,11,1,0,0,3,12,9,6,2,0,1,1,1,0,76.52,0
"bitch if only you really wanted all the smoke like yall said yall did. stfu dumb ass hoe, you done said bye 15!times but wanna claim you not retarded, BYE BITCH",1,4.193548387096774,0.8709677419354839,8,0,0,0,4,9,11,5,2,0,0,1,1,0,86.4,0
#Spain struggles with spike in migrant arrivals,0,5.857142857142857,1.0,1,1,0,0,1,2,3,1,0,0,0,0,0,0,81.29,0
"Muslims attacked US on 9/11, 3000 killed. Subsequently we allowed more Muslims in our country?!?Does this make any sense to you?You can thank Obama, his liberals minions, RINO's & political correctness. #MuslimBan #BanIslam #TravelBan #DrainTheDeepState #DeportThemAll",1,6.472222222222222,0.9722222222222222,25,5,0,0,17,10,14,5,3,0,1,0,1,0,38.99,0
SAME SHIT. YOU SKINNY AF BITCH IMA FIGHT YOU HOE DONT MAKE ME LEAK UR NUDES,1,3.75,0.9375,59,0,0,0,1,4,8,1,0,0,0,0,0,0,97.54,0
"When a woman says shes a fan of a certain sport &/or team & you berate & quiz her incessantly on players/stats just to make her feel stupid and basically to prove her wrong, youre a fuckin ass hole Women are allowed to enjoy sports without knowin all the specifics. Fuck off",0,4.288461538461538,0.8461538461538461,3,0,0,0,7,20,15,5,1,0,0,1,2,0,46.11,0
Really #RachelMaddow at least be honest and call illegal aliens - #IllegalAliens. Calling them #Immigrants is highly misleading to those who don't know better. You sound just like #FoxNews in reverse. Not a compliment.,0,5.4411764705882355,1.0,11,4,0,0,10,14,6,5,2,0,0,1,2,0,63.05,0
"'They say music can alter moods and talk to you, well can it load a gun up for you and cock it too?' - Sing For The Moment",0,3.392857142857143,0.8928571428571429,5,0,0,0,5,13,5,1,0,0,0,0,4,0,100.07,0
Bitches was in the 6th grade getting driven home from school by their boyfriends looking back at their whore ways mad at game.,0,4.521739130434782,0.9130434782608695,1,0,0,0,1,9,7,3,2,0,0,0,1,0,81.97,0
"FYI AND The ONLY REASON you 2 have a job is #WeThePeople VOTED for to #BuildThatWall!! IF you 2 are so incompetent you cannot complete a mandate for the President of YOUR OWN PARTY, YOU 2 need to #WalkAway!",1,4.3076923076923075,0.8205128205128205,48,3,0,0,7,22,8,1,1,0,0,0,1,0,68.6,0
Wrong. What a stupid statement from a Bernie skank,0,4.666666666666667,0.8888888888888888,3,0,0,0,1,4,3,0,0,0,0,0,0,0,104.64,0
"#BuildThatWall Thank you, Trump & OUR glorious MILITARY! ****** Trump Rolls Out a BRILLIANT Plan The Military Will Build His Wall! via",1,5.136363636363637,0.9545454545454546,35,1,0,0,11,6,8,0,0,0,0,1,0,0,78.25,0
hey you disrespectful bitch don't you ever fix your fingers to dial my MFN number ever tf again u hoe,1,4.1,0.9,3,0,0,0,1,7,6,1,0,0,0,0,2,0,68.1,0
The biggest fear the Democrats have is President Trump growing his base and this is exactly what happened hereWATCH: Never-Trumper goes to Trump Rally; What He Says Afterwards Will Make Democrats Tremble,0,5.375,0.90625,21,0,0,0,3,13,7,5,2,0,0,1,3,0,55.92,0
Do you ever see people in your feed and think 'lol I fucked you',0,3.642857142857143,1.0,2,0,0,0,2,6,1,4,2,0,0,0,1,0,99.57,0
"Undocumented my a$$, ILLEGAL!! This child is 11 years old.",0,4.9,1.0,9,0,0,0,6,3,2,0,0,0,0,0,0,0,66.4,0
"The move, initiated by US Congressman Doug Lamborn, is an integral part of the deal of the century, which aims to discard the right of the refugees,&amp; is consistent with the racist Israeli Nation-State Law, which is the cornerstone of that dubious deal.",0,4.976744186046512,0.7441860465116279,10,0,0,0,9,21,10,4,1,0,1,0,1,0,36.29,0
I feel like I should be featured at this camp,0,3.6,0.9,2,0,0,0,0,6,2,1,1,0,0,1,0,0,103.63,0
Absolute skank you are,1,4.75,1.0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,75.88,0
Nutting inside a bitch is rape ???,1,4.0,1.0,1,0,0,0,3,2,2,1,1,0,0,1,0,0,90.77,0
I got Christmas Law and the Doflamingo sugo-rare and they called me bitch and whore and sexually harassed me LOL.,0,4.7,0.8,7,0,0,0,2,9,5,3,2,0,0,0,1,0,68.1,0
"#Bulgaria doing it the way it should be done. #illegalaliens try to enter, #IllegalAliens are put in a #pinebox",1,4.894736842105263,0.9473684210526315,3,4,0,0,6,10,6,3,0,0,0,0,0,0,78.75,0
"all these niggas that be friends stay in my DM.. bitch i am not a hoe, and no you will never fuck. y'all so damn annoying !!!!!!",0,3.7777777777777777,1.0,2,0,0,0,11,15,4,3,1,0,0,0,1,0,96.48,0
"wow, you got to meet in person! And get your picture taken with her!Lucky you.#MAGA#USA1st#BuildThatWall#NoAmnesty#NoDACA#DumpTheUN#ScrewTheEU#KingTRUMP",1,9.2,1.0,33,8,0,0,12,6,9,3,0,0,0,0,0,0,38.48,0
This stupid dick head didnt say thank you when I held the door for him going into 7/11 so I pulled that shit close in his face when I left,0,3.6333333333333333,0.9,4,0,0,0,1,15,5,5,2,0,0,0,1,0,83.33,0
You know you can always block me right ? Or are you an attention whore ? Waiting for your feminist friends to get on line,1,3.88,0.92,3,0,0,0,2,12,3,3,1,0,0,1,2,0,89.04,0
"RT Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immig",1,5.7272727272727275,0.8787878787878788,31,10,0,0,22,10,11,3,0,0,0,1,0,0,38.48,0
Not all men are stupid ...some are still single #ohyes #startnoticing,0,5.363636363636363,0.9090909090909091,1,2,0,0,5,4,2,2,1,0,0,0,1,0,91.27,0
